declarationYear,stateName,city,after_2020_only,total_approved_Ihp_amount,total_approved_fema_assistance,incidentBeginDate
2020,California                    ,"Knights Landing, California",Yes,0.0,0.0,2020-08-14
2017,California                    ,"Lincoln, California",No,,,2017-10-08
2020,California                    ,"Lincoln, California",No,,,2020-08-14
2021,California                    ,"Lincoln, California",No,0.0,0.0,2021-07-14
2021,California                    ,"Loomis, California",Yes,0.0,0.0,2021-07-14
2020,California                    ,"Lotus, California",Yes,,,2020-08-14
2020,California                    ,"Madison, California",Yes,,,2020-08-14
2021,California                    ,"Newcastle, California",Yes,,,2021-07-14
2021,California                    ,"Roseville, California",Yes,0.0,0.0,2021-07-14
2020,California                    ,"Orangevale, California",Yes,,,2020-08-14
2021,California                    ,"Penryn, California",Yes,,,2021-07-14
2020,California                    ,"Placerville, California",Yes,,,2020-08-14
2021,California                    ,"Rocklin, California",Yes,0.0,0.0,2021-07-14
2021,California                    ,"Roseville, California",Yes,0.0,0.0,2021-07-14
2020,California                    ,"Rumsey, California",Yes,,,2020-08-14
2021,California                    ,"Sheridan, California",Yes,,,2021-07-14
2020,California                    ,"Vacaville, California",Yes,20642.15,4.0,2020-08-14
2017,California                    ,"Vacaville, California",No,,,2017-10-08
2020,California                    ,"Vacaville, California",No,871206.93,148.0,2020-08-14
2020,California                    ,"West Sacramento, California",Yes,14782.76,3.0,2020-08-14
2017,California                    ,"Wheatland, California",No,0.0,0.0,2017-10-08
2020,California                    ,"Wilton, California",Yes,,,2020-08-14
2020,California                    ,"Winters, California",Yes,65050.13,12.0,2020-08-14
2020,California                    ,"Woodland, California",Yes,25305.88,5.0,2020-08-14
2020,California                    ,"Vacaville, California",Yes,,,2020-08-14
2020,California                    ,"Yolo, California",Yes,8061.53,1.0,2020-08-14
2021,California                    ,"Applegate, California",Yes,,,2021-07-14
2021,California                    ,"Chicago Park, California",Yes,108728.48000000001,4.0,2021-07-14
2021,California                    ,"Colfax, California",Yes,197719.11,13.0,2021-07-14
2021,California                    ,"Meadow Vista, California",Yes,,,2021-07-14
2021,California                    ,"Soda Springs, California",Yes,,,2021-07-14
2021,California                    ,"Granite Bay, California",Yes,0.0,0.0,2021-07-14
2021,California                    ,"Roseville, California",Yes,0.0,0.0,2021-07-14
2020,California                    ,"Rocklin, California",Yes,,,2020-09-04
2021,California                    ,"Rocklin, California",Yes,0.0,0.0,2021-07-14
2020,California                    ,"Woodland, California",Yes,11622.0,4.0,2020-08-14
2015,California                    ,"Sacramento, California",No,,,2015-09-09
2020,California                    ,"Sacramento, California",Yes,0.0,0.0,2020-08-14
2020,California                    ,"Sacramento, California",Yes,,,2020-09-04
2017,California                    ,"Sacramento, California",No,,,2017-10-08
2020,California                    ,"Sacramento, California",No,,,2020-08-14
2020,California                    ,"Sacramento, California",Yes,,,2020-08-14
2020,California                    ,"Sacramento, California",Yes,,,2020-09-04
2018,California                    ,"Sacramento, California",No,,,2018-07-23
2017,California                    ,"Sacramento, California",No,,,2017-10-08
2020,California                    ,"Sacramento, California",Yes,,,2020-08-14
2020,California                    ,"Sacramento, California",Yes,,,2020-08-14
2020,California                    ,"Sacramento, California",Yes,,,2020-08-14
2017,California                    ,"Marysville, California",No,1283737.52,119.0,2017-10-08
2020,California                    ,"Marysville, California",No,0.0,0.0,2020-08-14
2017,California                    ,"Beale AFB, California",No,,,2017-10-08
2017,California                    ,"Bangor, California",No,524900.35,28.0,2017-10-08
2018,California                    ,"Bangor, California",No,,,2018-11-08
2020,California                    ,"Bangor, California",No,1000.0,2.0,2020-08-14
2021,California                    ,"Belden, California",Yes,44382.59,5.0,2021-07-14
2017,California                    ,"Berry Creek, California",No,,,2017-10-08
2018,California                    ,"Berry Creek, California",No,7104.56,5.0,2018-11-08
2020,California                    ,"Berry Creek, California",No,8707361.93,583.0,2020-08-14
2017,California                    ,"Biggs, California",No,500.0,1.0,2017-10-08
2018,California                    ,"Biggs, California",No,,,2018-11-08
2020,California                    ,"Biggs, California",No,0.0,0.0,2020-08-14
2017,California                    ,"Browns Valley, California",No,52223.94,8.0,2017-10-08
2017,California                    ,"Brownsville, California",No,,,2017-10-08
2017,California                    ,"Camptonville, California",No,,,2017-10-08
2021,California                    ,"Canyon Dam, California",Yes,287623.67,16.0,2021-07-14
2017,California                    ,"Chico, California",No,2000.0,4.0,2017-10-08
2018,California                    ,"Chico, California",No,0.0,0.0,2018-11-08
2020,California                    ,"Chico, California",No,6863.24,3.0,2020-08-14
2017,California                    ,"Chico, California",No,,,2017-10-08
2018,California                    ,"Chico, California",No,,,2018-11-08
2017,California                    ,"Chico, California",No,1500.0,3.0,2017-10-08
2018,California                    ,"Chico, California",No,1392066.01,121.0,2018-11-08
2020,California                    ,"Chico, California",No,3184.0,3.0,2020-08-14
2018,California                    ,"Chico, California",No,,,2018-11-08
2020,California                    ,"Clipper Mills, California",Yes,8680.439999999999,5.0,2020-08-14
2018,California                    ,"Colusa, California",No,,,2018-11-08
2020,California                    ,"Colusa, California",No,,,2020-08-14
2021,California                    ,"Crescent Mills, California",Yes,179338.75,13.0,2021-07-14
2017,California                    ,"Dobbins, California",No,,,2017-10-08
2020,California                    ,"Dunnigan, California",Yes,0.0,0.0,2020-08-14
2017,California                    ,"Durham, California",No,500.0,1.0,2017-10-08
2018,California                    ,"Durham, California",No,0.0,0.0,2018-11-08
2020,California                    ,"Durham, California",No,0.0,0.0,2020-08-14
2020,California                    ,"Feather Falls, California",Yes,90507.43,9.0,2020-08-14
2020,California                    ,"Forbestown, California",Yes,5174.73,6.0,2020-08-14
2017,California                    ,"Forest Ranch, California",No,0.0,0.0,2017-10-08
2018,California                    ,"Forest Ranch, California",No,8842.28,1.0,2018-11-08
2020,California                    ,"Forest Ranch, California",No,3634.0,1.0,2020-08-14
2017,California                    ,"Grass Valley, California",No,0.0,0.0,2017-10-08
2021,California                    ,"Grass Valley, California",No,214332.49,14.0,2021-07-14
2017,California                    ,"Penn Valley, California",No,0.0,0.0,2017-10-08
2020,California                    ,"Penn Valley, California",No,,,2020-08-14
2021,California                    ,"Penn Valley, California",No,0.0,0.0,2021-07-14
2021,California                    ,"Greenville, California",Yes,3082774.4,259.0,2021-07-14
2017,California                    ,"Gridley, California",No,,,2017-10-08
2018,California                    ,"Gridley, California",No,0.0,0.0,2018-11-08
2020,California                    ,"Gridley, California",No,500.0,1.0,2020-08-14
2017,California                    ,"Grass Valley, California",No,68470.62,7.0,2017-10-08
2021,California                    ,"Grass Valley, California",No,102087.25,7.0,2021-07-14
2018,California                    ,"Hamilton City, California",No,,,2018-11-08
2017,California                    ,"Magalia, California",No,500.0,1.0,2017-10-08
2018,California                    ,"Magalia, California",No,10057513.3,1133.0,2018-11-08
2020,California                    ,"Magalia, California",No,8491.39,7.0,2020-08-14
2018,California                    ,"Meadow Valley, California",No,,,2018-11-08
2021,California                    ,"Meadow Valley, California",No,1546.32,1.0,2021-07-14
2017,California                    ,"Nevada City, California",No,1000.0,2.0,2017-10-08
2018,California                    ,"Nevada City, California",No,,,2018-11-08
2021,California                    ,"Nevada City, California",No,0.0,0.0,2021-07-14
2021,California                    ,"North San Juan, California",Yes,,,2021-07-14
2017,California                    ,"Olivehurst, California",No,0.0,0.0,2017-10-08
2017,California                    ,"Oregon House, California",No,0.0,0.0,2017-10-08
2018,California                    ,"Oregon House, California",No,,,2018-11-08
2018,California                    ,"Orland, California",No,,,2018-11-08
2018,California                    ,Error,No,,,2018-11-08
2017,California                    ,"Oroville, California",No,29516.27,5.0,2017-10-08
2018,California                    ,"Oroville, California",No,8189839.86,480.0,2018-11-08
2020,California                    ,"Oroville, California",No,31332.88,15.0,2020-08-14
2017,California                    ,"Oroville, California",No,58368.61,6.0,2017-10-08
2018,California                    ,"Oroville, California",No,1491.6,2.0,2018-11-08
2020,California                    ,"Oroville, California",No,2376375.42,145.0,2020-08-14
2018,California                    ,"Paradise, California",No,9829.970000000001,2.0,2018-11-08
2020,California                    ,"Paradise, California",No,,,2020-08-14
2017,California                    ,"Palermo, California",No,0.0,0.0,2017-10-08
2018,California                    ,"Palermo, California",No,,,2018-11-08
2020,California                    ,"Palermo, California",No,0.0,0.0,2020-08-14
2017,California                    ,"Paradise, California",No,1000.0,2.0,2017-10-08
2018,California                    ,"Paradise, California",No,64819018.08,5558.0,2018-11-08
2020,California                    ,"Paradise, California",No,13499.35,14.0,2020-08-14
2021,California                    ,"Quincy, California",Yes,81601.12,9.0,2021-07-14
